SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Townhouse,2733 Laurelcherry St,Raleigh,NC,27612,329000,3,4.0,The Townes at Crabtree,2349,1742,2006,3,140,130,Active,,,http://www.redfin.com/NC/Raleigh/2733-Laurel-Cherry-St-27612/home/41309692,TMLS,2191844,N,Y,35.8443056,-78.67737
MLS Listing,,Single Family Residential,6413 Cape Charles Dr,Raleigh,NC,27617,329900,4,3.0,Dominion Park,2225,12196,1993,3,148,43,Active,,,http://www.redfin.com/NC/Raleigh/6413-Cape-Charles-Dr-27617/home/41174352,TMLS,2191794,N,Y,35.9169198,-78.7420192
MLS Listing,,Single Family Residential,4825 Bivens Dr,Raleigh,NC,27616,259900,3,3.0,Fox Glen,2186,10890,1997,4,119,,Active,,,http://www.redfin.com/NC/Raleigh/4825-Bivens-Dr-27616/home/41196402,TMLS,2191750,N,Y,35.8658515,-78.560296
MLS Listing,,Single Family Residential,8825 Miranda Dr,Raleigh,NC,27617,250000,3,3.0,Dominion Park,1538,7405,1996,4,163,46,Active,,,http://www.redfin.com/NC/Raleigh/8825-Miranda-Dr-27617/home/41266497,TMLS,2191676,N,Y,35.9129821,-78.7430377
MLS Listing,,Single Family Residential,3617 Old Post Rd,Raleigh,NC,27612,324900,4,3.0,Carriage Hills,2562,18730,1966,4,127,,Active,,,http://www.redfin.com/NC/Raleigh/3617-Old-Post-Rd-27612/home/41070699,TMLS,2191668,N,Y,35.8320141,-78.7038958
MLS Listing,,Single Family Residential,1109 Sudbury Ct,Raleigh,NC,27609-5457,390000,3,2.0,Quail Hollow,1703,11761,,4,229,,Active,May-19-2018 08:00 AM,May-19-2018 08:00 PM,http://www.redfin.com/NC/Raleigh/1109-Sudbury-Ct-27609/home/41094438,TMLS,2191609,N,Y,35.8451224,-78.6174979
MLS Listing,,Single Family Residential,4100 Stranaver Pl,Raleigh,NC,27612,339000,4,3.0,Oak Park,2350,19166,1975,5,144,,Active,,,http://www.redfin.com/NC/Raleigh/4100-Stranaver-Pl-27612/home/41081633,TMLS,2191552,N,Y,35.8460111,-78.7075909
MLS Listing,,Single Family Residential,1510 Battery Dr,Raleigh,NC,27160,339000,3,2.0,Battery Heights,1285,10890,1984,5,264,,Active,,,http://www.redfin.com/NC/Raleigh/1510-Battery-Dr-27610/home/41152869,TMLS,2191546,N,Y,35.7767521,-78.6162214
MLS Listing,,Single Family Residential,700 Tyler Rd,Raleigh,NC,27604,320000,1,1.0,Capitol Heights,778,8712,1950,5,411,,Active,,,http://www.redfin.com/NC/Raleigh/700-Tyler-Rd-27604/home/41068431,TMLS,2191545,N,Y,35.7907716,-78.6224734
MLS Listing,,Condo/Co-op,222 Glenwood Ave #502,Raleigh,NC,27603,279900,1,1.0,222 Glenwood,957,,2008,5,292,283,Active,,,http://www.redfin.com/NC/Raleigh/222-Glenwood-Ave-27603/unit-502/home/41328695,TMLS,2191456,N,Y,35.7836251,-78.6471448
MLS Listing,,Condo/Co-op,7530 Lead Mine Rd #204,Raleigh,NC,27615,254900,2,2.0,The Battery,1553,,2002,5,164,333,Active,,,http://www.redfin.com/NC/Raleigh/7530-Lead-Mine-Rd-27615/unit-204/home/41258567,TMLS,2191445,N,Y,35.8823708,-78.6611249
MLS Listing,,Condo/Co-op,2440 Campus Shore Dr #101,Raleigh,NC,27606,300000,2,3.0,North Shore,1600,,2003,5,188,257,Active,May-20-2018 02:00 PM,May-20-2018 04:00 PM,http://www.redfin.com/NC/Raleigh/2440-Campus-Shore-Dr-27606/unit-101/home/41293552,TMLS,2191385,N,Y,35.7679131,-78.6814502
MLS Listing,,Single Family Residential,4405 Wedgewood Dr,Raleigh,NC,27604,259900,4,3.0,Peyton Hall,2638,6098,2010,5,99,40,Active,,,http://www.redfin.com/NC/Raleigh/4405-Wedgewood-Dr-27604/home/41318377,TMLS,2191365,N,Y,35.825989,-78.5634819
MLS Listing,,Single Family Residential,4909 Cupine Ct,Raleigh,NC,27604,295000,5,3.0,Amberfield,2892,8712,2001,7,102,12,Active,,,http://www.redfin.com/NC/Raleigh/4909-Cupine-Ct-27604/home/41258887,TMLS,2191291,N,Y,35.8155129,-78.5562145
MLS Listing,,Single Family Residential,8501 Council Ct,Raleigh,NC,27615,285000,4,3.0,Durant Trails,2204,9583,1985,7,129,25,Active,,,http://www.redfin.com/NC/Raleigh/8501-Council-Ct-27615/home/41154039,TMLS,2191277,N,Y,35.8953406,-78.5935737
MLS Listing,,Single Family Residential,6500 Tealbriar Dr,Raleigh,NC,27615,279900,3,3.0,Tealbriar,1568,9147,1988,7,179,27,Active,,,http://www.redfin.com/NC/Raleigh/6500-Tealbriar-Dr-27615/home/41158239,TMLS,2191255,N,Y,35.869097,-78.6108126
MLS Listing,,Single Family Residential,7204 Catamount Ct,Raleigh,NC,27615-5271,400000,5,3.0,Willow Run,2606,32234,1974,7,153,4,Active,May-20-2018 01:00 PM,May-20-2018 04:00 PM,http://www.redfin.com/NC/Raleigh/7204-Catamount-Ct-N-27615/home/41124725,TMLS,2191219,N,Y,35.8783662,-78.6352414
MLS Listing,,Townhouse,213 Waterford Park Ln,Raleigh,NC,27615,389900,3,3.0,Wtrford Square,2990,3484,2003,8,130,225,Active,,,http://www.redfin.com/NC/Raleigh/213-Waterford-Park-Ln-27615/home/41275941,TMLS,2191108,N,Y,35.8913371,-78.6499954
MLS Listing,,Single Family Residential,512 Ellis Ct,Raleigh,NC,27603,279900,3,2.0,Caraleigh,1152,6534,1993,8,243,,Active,,,http://www.redfin.com/NC/Raleigh/512-Ellis-Ct-27603/home/41173715,TMLS,2191077,N,Y,35.763214,-78.6530433
MLS Listing,,Townhouse,4631 Kings Garden Rd,Raleigh,NC,27612,300000,3,3.0,Glenwood North Townhomes,2397,1742,2007,8,125,148,Active,May-20-2018 02:00 PM,May-20-2018 04:00 PM,http://www.redfin.com/NC/Raleigh/4631-Kings-Garden-Rd-27612/home/41321075,TMLS,2191040,N,Y,35.861029,-78.717875
MLS Listing,,Single Family Residential,4008 Castle Ct,Raleigh,NC,27613,295000,4,3.0,Pickwick Village,2175,13503,1972,8,136,,Active,,,http://www.redfin.com/NC/Raleigh/4008-Castle-Ct-27613/home/41104042,TMLS,2191038,N,Y,35.8673829,-78.702432
MLS Listing,,Single Family Residential,5217 Blakeley Ln,Raleigh,NC,27613,275000,3,3.0,Harrington Grove,1595,6098,1993,8,172,30,Active,,,http://www.redfin.com/NC/Raleigh/5217-Blakeley-Ln-27613/home/41338323,TMLS,2190996,N,Y,35.9288009,-78.7424731
MLS Listing,,Single Family Residential,3905 Yew Cir,Raleigh,NC,27612,360000,5,3.0,Laurel Hills,2285,22651,1964,8,158,,Active,,,http://www.redfin.com/NC/Raleigh/3905-Yew-Cir-27612/home/41074662,TMLS,2190992,N,Y,35.8361643,-78.7049701
MLS Listing,,Single Family Residential,8701 Stonegate Dr,Raleigh,NC,27615,350000,4,3.0,Muirfield,2800,46609,1984,8,125,30,Active,,,http://www.redfin.com/NC/Raleigh/8701-Stonegate-Dr-27615/home/41138814,TMLS,2190918,N,Y,35.9004721,-78.6075067
MLS Listing,,Single Family Residential,11613 Strickland Rd,Raleigh,NC,27613-1242,289900,3,2.0,Wildwood Springs,1680,26136,1963,8,173,,Active,,,http://www.redfin.com/NC/Raleigh/11613-Strickland-Rd-27613/home/41068319,TMLS,2190912,N,Y,35.9048486,-78.6908979
MLS Listing,,Single Family Residential,2421 Barton Oaks Dr,Raleigh,NC,27614,328000,4,3.0,Wakefield,2500,6969,2003,8,131,46,Active,,,http://www.redfin.com/NC/Raleigh/2421-Barton-Oaks-Dr-27614/home/41256759,TMLS,2190887,N,Y,35.94153,-78.5679261
MLS Listing,,Single Family Residential,4913 Hollyridge Dr,Raleigh,NC,27612,400000,5,3.0,Oak Park,2617,18730,1964,8,153,,Active,,,http://www.redfin.com/NC/Raleigh/4913-Hollyridge-Dr-27612/home/41068734,TMLS,2190884,N,Y,35.8489431,-78.7024672
MLS Listing,,Single Family Residential,4540 Raleigh Dalton Rd,Dallas,TX,75227,250000,3,2.5,Chariot Village,1797,8712,2018,9,139,,Active,,,http://www.redfin.com/TX/Dallas/4540-Raleigh-Dalton-Rd-75227/home/145605746,NTREIS,13840017,N,Y,35.913981,-78.645986
MLS Listing,,Single Family Residential,6710 Brookmeade Pl,Raleigh,NC,27612-6803,339900,3,3.0,Hidden Valley,2144,35719,1972,9,159,,Active,,,http://www.redfin.com/NC/Raleigh/6710-Brookmeade-Pl-27612/home/41096302,TMLS,2190704,N,Y,35.8725829,-78.6675382
MLS Listing,,Single Family Residential,7801 Audubon Dr,Raleigh,NC,27615,350000,4,3.0,North Ridge,2220,13503,1971,9,158,,Active,,,http://www.redfin.com/NC/Raleigh/7801-Audubon-Dr-27615/home/41079752,TMLS,2190586,N,Y,35.8908866,-78.6183501
MLS Listing,,Single Family Residential,7012 Saddle Springs Ct,Raleigh,NC,27615,372000,4,3.0,North Ridge,2400,9583,1988,9,155,,Active,,,http://www.redfin.com/NC/Raleigh/7012-Saddle-Springs-Ct-27615/home/41173339,TMLS,2190577,N,Y,35.8749227,-78.5973931
MLS Listing,,Single Family Residential,8215 Gresham Trace Ln,Raleigh,NC,27615-8058,286900,3,3.0,Gresham Trace,2030,7840,1999,10,141,17,Active,,,http://www.redfin.com/NC/Raleigh/8215-Gresham-Trace-Ln-27615/home/41228092,TMLS,2190370,N,Y,35.8883333,-78.5940061
MLS Listing,,Single Family Residential,4104 Betterton Dr,Raleigh,NC,27613,315000,3,3.0,Westlake,2044,21344,1986,11,154,5,Active,May-20-2018 02:00 PM,May-20-2018 04:00 PM,http://www.redfin.com/NC/Raleigh/4104-Betterton-Dr-27613/home/41161073,TMLS,2190280,N,Y,35.8806735,-78.7032203
MLS Listing,,Single Family Residential,0 Hill St,Raleigh,NC,27610,399000,3,3.0,College Park,1656,4356,2018,11,241,,Active,,,http://www.redfin.com/NC/Raleigh/0-Hill-St-27610/home/44523457,TMLS,2190240,N,Y,35.7800885,-78.6176556
MLS Listing,,Single Family Residential,5830 Bayberry Ln,Raleigh,NC,27612-2881,400000,3,3.0,Hedgemoor,2777,14374,1980,12,144,,Active,,,http://www.redfin.com/NC/Raleigh/5830-Bayberry-Ln-27612/home/41138949,TMLS,2190074,N,Y,35.8616532,-78.6746872
MLS Listing,,Single Family Residential,7512 Drayton Ct,Raleigh,NC,27615,300000,4,3.0,Salem Woods,1773,11761,1988,12,169,,Active,May-20-2018 01:00 PM,May-20-2018 03:00 PM,http://www.redfin.com/NC/Raleigh/7512-Drayton-Ct-27615/home/41160291,TMLS,2190068,N,Y,35.8883136,-78.6227834
MLS Listing,,Single Family Residential,3113 Chelmshire Ct,Raleigh,NC,27610,259900,3,3.0,Chelmshire Downs,1974,30056,1985,13,132,,Active,,,http://www.redfin.com/NC/Raleigh/3113-Chelmshire-Ct-27610/home/41158529,TMLS,2189840,N,Y,35.7368555,-78.5673383
MLS Listing,,Townhouse,7407 Fontana Ridge Ln,Raleigh,NC,27613,369000,3,3.0,Westlake Reserve,2569,2613,2003,14,144,198,Active,,,http://www.redfin.com/NC/Raleigh/7407-Fontana-Ridge-Ln-27613/home/41266740,TMLS,2189669,N,Y,35.8833656,-78.7078938
MLS Listing,,Single Family Residential,4268 Saubranch Hill St,Raleigh,NC,27616,309000,4,3.0,Belmont,2460,8276,2015,15,126,78,Active,,,http://www.redfin.com/NC/Raleigh/4268-Saubranch-Hill-St-27616/home/49784739,TMLS,2189582,N,Y,35.8369244,-78.5527984
MLS Listing,,Single Family Residential,12104 Warwickshire Park,Raleigh,NC,27613,367500,4,3.0,Hawthorne,2051,15246,1989,15,179,97,Active,May-20-2018 02:00 PM,May-20-2018 04:00 PM,http://www.redfin.com/NC/Raleigh/12104-Warwickshire-Park-27613/home/41156206,TMLS,2189503,N,Y,35.9368298,-78.7201064
MLS Listing,,Multi-Family (2-4 Unit),208 Jones Franklin Rd,Raleigh,NC,27606,309000,4,2.0,Fairview Hills,2440,34412,1916,15,127,,Active,,,http://www.redfin.com/NC/Raleigh/208-Jones-Franklin-Rd-27606/home/41068219,TMLS,2189427,N,Y,35.7804622,-78.7213531
MLS Listing,,Multi-Family (2-4 Unit),203 Jones Franklin Rd,Raleigh,NC,27606,355000,5,4.0,Fairview Hills,1650,29620,1950,15,215,,Active,,,http://www.redfin.com/NC/Raleigh/203-Jones-Franklin-Rd-27606/home/41094498,TMLS,2189404,N,Y,35.7807764,-78.7208124
MLS Listing,,Multi-Family (2-4 Unit),200 Jones Franklin Rd,Raleigh,NC,27606,259000,6,2.0,Fairview Hills,2062,25264,1958,15,126,,Active,,,http://www.redfin.com/NC/Raleigh/200-Jones-Franklin-Rd-27606/home/41111235,TMLS,2189369,N,Y,35.7808506,-78.7213372
MLS Listing,,Condo/Co-op,222 Glenwood Ave #302,Raleigh,NC,27603,279000,1,1.0,222 Glenwood,940,,2008,15,297,284,Active,,,http://www.redfin.com/NC/Raleigh/222-Glenwood-Ave-27603/unit-302/home/41328185,TMLS,2189304,N,Y,35.7836251,-78.6471448
MLS Listing,,Single Family Residential,3800 Bland Rd,Raleigh,NC,27609,395000,3,2.0,Greenwood Farms,1868,13895,1966,15,211,,Active,,,http://www.redfin.com/NC/Raleigh/3800-Bland-Rd-27609/home/41087467,TMLS,2189301,N,Y,35.8344095,-78.611343
MLS Listing,,Single Family Residential,5105 Laurie Dr,Raleigh,NC,27606,375000,3,3.0,Penn Shaw Pines,2362,42688,1979,16,159,,Active,,,http://www.redfin.com/NC/Raleigh/5105-Laurie-Dr-27606/home/41126834,TMLS,2189243,N,Y,35.7198835,-78.7249247
MLS Listing,,Single Family Residential,2449 Milburnie Rd,Raleigh,NC,27610,315000,3,3.0,Lockwood,1568,11325,1963,16,201,,Active,,,http://www.redfin.com/NC/Raleigh/2449-Milburnie-Rd-27610/home/41095065,TMLS,2189207,N,Y,35.7885937,-78.5996825
MLS Listing,,Single Family Residential,2416 Deanwood Dr,Raleigh,NC,27615,289000,4,3.0,Durant Trace,1773,14810,1996,16,163,11,Active,,,http://www.redfin.com/NC/Raleigh/2416-Deanwood-Dr-27615/home/41207842,TMLS,2189181,N,Y,35.8996366,-78.5983965
MLS Listing,,Single Family Residential,5101 Centerbud Pl,Raleigh,NC,27606,399900,3,3.0,Wake,2050,6098,2018,16,195,45,Active,,,http://www.redfin.com/NC/RALEIGH/5101-CENTERBUD-PL-27606/home/143715667,TMLS,2189020,N,Y,35.78559,-78.7098
