SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
New Construction Plan,,Single Family Residential,Lexington,Raleigh,NC,27603,313990,4,2.5,Cypress Meadow,2853,,,,110,,Active,,,http://www.redfin.com/NC/Raleigh/Cypress-Meadow/Lexington/home/104395810,NewHomeSource.com,Plan-41165719,N,Y,35.6628868,-78.6979645
New Construction Plan,,Single Family Residential,Hamilton,Raleigh,NC,27603,291990,3,2.5,Cypress Meadow,2336,,,,125,,Active,,,http://www.redfin.com/NC/Raleigh/Cypress-Meadow/Hamilton/home/104395811,NewHomeSource.com,Plan-41165717,N,Y,35.6628868,-78.6979645
New Construction Plan,,Single Family Residential,Ashcroft,Garner,NC,27529,259900,4,3.0,Mason Park,2370,,,,110,,Active,,,http://www.redfin.com/NC/Garner/Mason-Park/Ashcroft/home/144445896,NewHomeFeed,Plan-384886,N,Y,35.7112642,-78.6141709
New Construction Plan,,Single Family Residential,Aspen,Garner,NC,27529,277900,4,3.5,Mason Park,2611,,,,106,,Active,,,http://www.redfin.com/NC/Garner/Mason-Park/Aspen/home/144445895,NewHomeFeed,Plan-384888,N,Y,35.7112642,-78.6141709
New Construction Plan,,Single Family Residential,Beaumont,Garner,NC,27529,254900,4,3.0,Mason Park,2313,,,,110,,Active,,,http://www.redfin.com/NC/Garner/Mason-Park/Beaumont/home/144445894,NewHomeFeed,Plan-384890,N,Y,35.7112642,-78.6141709
New Construction Plan,,Single Family Residential,Harper,Garner,NC,27529,256900,4,2.5,Mason Park,2388,,,,108,,Active,,,http://www.redfin.com/NC/Garner/Mason-Park/Harper/home/144445893,NewHomeFeed,Plan-384891,N,Y,35.7112642,-78.6141709
New Construction Plan,,Single Family Residential,Nichols,Garner,NC,27529,275900,5,3.0,Mason Park,2750,,,,100,,Active,,,http://www.redfin.com/NC/Garner/Mason-Park/Nichols/home/144445891,NewHomeFeed,Plan-384898,N,Y,35.7112642,-78.6141709
New Construction Plan,,Single Family Residential,Aberdeen,Garner,NC,27529,255990,3,2.0,Preakness Place,1903,,,,135,,Active,,,http://www.redfin.com/NC/Garner/Preakness-Place/Aberdeen/home/144975896,DR Horton,Plan-384069,N,Y,35.694752,-78.60000239
New Construction Plan,,Single Family Residential,The Donna,Garner,NC,27529,322500,4,2.5,Tunbridge,2540,,,,127,,Active,,,http://www.redfin.com/NC/Garner/Tunbridge/The-Donna/home/143992143,NewHomeFeed,Plan-378233,N,Y,35.671874,-78.58442
New Construction Plan,,Single Family Residential,The Burke,Garner,NC,27529,339500,4,3.5,Tunbridge,2702,,,,126,,Active,,,http://www.redfin.com/NC/Garner/Tunbridge/The-Burke/home/143992141,NewHomeFeed,Plan-378234,N,Y,35.671874,-78.58442
New Construction Plan,,Single Family Residential,The Mayview,Garner,NC,27529,355500,4,3.5,Tunbridge,2616,,,,136,,Active,,,http://www.redfin.com/NC/Garner/Tunbridge/The-Mayview/home/143992140,NewHomeFeed,Plan-378235,N,Y,35.671874,-78.58442
New Construction Plan,,Single Family Residential,The Huxley,Garner,NC,27529,342900,4,3.5,Tunbridge,2414,,,,142,,Active,,,http://www.redfin.com/NC/Garner/Tunbridge/The-Huxley/home/143992138,NewHomeFeed,Plan-378236,N,Y,35.671874,-78.58442
New Construction Plan,,Single Family Residential,The Kingsford,Garner,NC,27529,361900,4,3.0,Tunbridge,3105,,,,117,,Active,,,http://www.redfin.com/NC/Garner/Tunbridge/The-Kingsford/home/143992137,NewHomeFeed,Plan-378240,N,Y,35.671874,-78.58442
New Construction Plan,,Single Family Residential,The Asher,Garner,NC,27529,338900,4,3.5,Tunbridge,2694,,,,126,,Active,,,http://www.redfin.com/NC/Garner/Tunbridge/The-Asher/home/143992135,NewHomeFeed,Plan-378242,N,Y,35.671874,-78.58442
New Construction Plan,,Single Family Residential,The Tyler,Garner,NC,27529,339900,4,3.5,Tunbridge,2783,,,,122,,Active,,,http://www.redfin.com/NC/Garner/Tunbridge/The-Tyler/home/143992134,NewHomeFeed,Plan-378304,N,Y,35.671874,-78.58442
New Construction Plan,,Single Family Residential,Biltmore,Garner,NC,27529,262990,4,2.5,Preakness Place,2635,,,,100,,Active,,,http://www.redfin.com/NC/Garner/Preakness-Place/Biltmore/home/144975908,DR Horton,Plan-367273,N,Y,35.694752,-78.60000239
New Construction Plan,,Single Family Residential,Charleston,Garner,NC,27529,256990,4,2.5,Preakness Place,2495,,,,103,,Active,,,http://www.redfin.com/NC/Garner/Preakness-Place/Charleston/home/144975906,DR Horton,Plan-367274,N,Y,35.694752,-78.60000239
New Construction Plan,,Single Family Residential,Columbia,Garner,NC,27529,280990,4,3.5,Preakness Place,3142,,,,89,,Active,,,http://www.redfin.com/NC/Garner/Preakness-Place/Columbia/home/144975904,DR Horton,Plan-367275,N,Y,35.694752,-78.60000239
New Construction Plan,,Single Family Residential,Pinehurst,Garner,NC,27529,250990,3,2.5,Preakness Place,2231,,,,113,,Active,,,http://www.redfin.com/NC/Garner/Preakness-Place/Pinehurst/home/144975899,DR Horton,Plan-367280,N,Y,35.694752,-78.60000239
New Construction Plan,,Single Family Residential,Wilmington,Garner,NC,27529,268990,4,2.5,Preakness Place,2800,,,,96,,Active,,,http://www.redfin.com/NC/Garner/Preakness-Place/Wilmington/home/144975898,DR Horton,Plan-367281,N,Y,35.694752,-78.60000239
New Construction Plan,,Single Family Residential,Winston,Garner,NC,27529,263990,3,2.5,Preakness Place,2546,,,,104,,Active,,,http://www.redfin.com/NC/Garner/Preakness-Place/Winston/home/144975897,DR Horton,Plan-367282,N,Y,35.694752,-78.60000239
